State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Telangana,Mulugu,720,Tadvai,4687,Alligudem,అల్లిగూడెం,authoritative,578007,506347,,
Telangana,Mulugu,720,Venkatapuram,4724,Alligudem (G),అల్లిగూడెం (గ్),transliterated,578766,507136,,
Telangana,Ranga Reddy,518,Kandukur,4545,Allikhanpalle,అల్లిఖంపల్లె,transliterated,574820,500113,,
Telangana,Mancherial,684,Dandepally,4348,Allipur,అల్లిపుర్,authoritative,570460,504206,,
Telangana,Jagitial,681,Raikal,4395,Allipur,అల్లిపుర్,authoritative,571662,505460,,
Telangana,Siddipet,692,Chinnakodur,4460,Allipur,అల్లిపుర్,authoritative,573004,502310,,
Telangana,Medak,513,Shivampet,4487,Allipur,అల్లిపుర్,authoritative,573723,502313,,
Telangana,Vikarabad,698,Dharur,4531,Allipur,అల్లిపుర్,authoritative,574356,501121,,
Telangana,Narayanpet,721,Kothapally (15),7537,Allipur,అల్లిపుర్,authoritative,575044,509371,,
Telangana,Mahabubnagar,512,Mahabubnagar Rural,6258,Allipur,అల్లిపుర్,authoritative,575401,509002,,
Telangana,Nagarkurnool,694,Bijinapally,4584,Allipur,అల్లిపుర్,authoritative,575763,509203,,
Telangana,Mahabubnagar,512,Chinnachintakunta,4587,Allipur,అల్లిపుర్,authoritative,575832,509110,,
Telangana,Warangal,522,Khila Warangal,6246,Allipur,అల్లిపుర్,authoritative,578154,506005,,
Telangana,Sangareddy,691,Zahirabad,4474,Allipur (Ct),అల్లిపూర్ (చ్త్),transliterated,573373,502318,,
Telangana,Suryapet,696,Mattampally,4670,Allipuram,అల్లీపురం,authoritative,577584,508204,,
Telangana,Ranga Reddy,518,Farooqnagar,4559,Allisabguda,అల్లిసబ్గూడ,transliterated,575180,509216,,
Telangana,Peddapalli,682,Ramagundam,4399,Allur,అల్లూరు,authoritative,956023,505208,,
Telangana,Sangareddy,691,Andole,4479,Almaipet,అల్మైపెత్,transliterated,573523,502273,,
Telangana,Ranga Reddy,518,Maheshwaram,4544,Almasguda,అల్మస్గూడ,transliterated,574786,500112,,
Telangana,Ranga Reddy,518,Saroornagar,4526,Almasguda (Og),అల్మస్గూడ (ఒగ్),transliterated,574218,500112,,
Telangana,Vikarabad,698,Kulkacharla,4539,Almaskhanpet,అల్మస్ఖంపెత్,transliterated,574609,509335,,
Telangana,Rajanna Sircilla,683,Yellareddipet,4432,Almaspur,అల్మస్పూర్,transliterated,572399,505305,,
Telangana,Siddipet,692,Akberpet-Bhoompally,7524,Almaspur,అల్మస్పూర్,transliterated,573096,502102,,
Telangana,Nirmal,680,Sarangapur,4336,Aloor,అలూర్,authoritative,570095,504110,,
Telangana,Nizamabad,516,Aloor,7528,Aloor,అలూర్,authoritative,570772,503223,,
Telangana,Mahabubnagar,512,Jadcherla,4567,Aloor,అలూర్,authoritative,575378,509302,,
Telangana,Jogulamba Gadwal,695,Ghattu,4605,Aloor,అలూర్,authoritative,576262,509132,,
Telangana,Ranga Reddy,518,Chevella,4529,Aloor I,అలూర్ ఇ,transliterated,574280,501503,,
Telangana,Ranga Reddy,518,Chevella,4529,Aloor II,అలూర్ ఈ,transliterated,574281,501503,,
Telangana,Ranga Reddy,518,Chevella,4529,Aloor III,అలూర్ ఈఇ,transliterated,574282,501503,,
Telangana,Mulugu,720,Venkatapuram,4724,Alubaka [G],అలుబక [గ్],transliterated,578801,507133,,
Telangana,Mulugu,720,Venkatapuram,4724,Alubaka [Z],అలుబక [జ్],transliterated,578800,507133,,
Telangana,Mulugu,720,Eturunagaram,4685,Alugubelle,అలుగుబెల్లె,transliterated,577912,506165,,
Telangana,Karimnagar,508,Thimmapur LMD,4438,Alugunur (Og),అలుగునుర్ (ఒగ్),transliterated,572527,505527,,
